x,activation
-1.670335167583791858e+01,-4.799999999999999822e-01
-1.667333666833416572e+01,-4.799999999999999822e-01
-1.664332166083041642e+01,-4.799999999999999822e-01
-1.661330665332666356e+01,-4.799999999999999822e-01
-1.658329164582291071e+01,-4.799999999999999822e-01
-1.655327663831916141e+01,-4.799999999999999822e-01
-1.652326163081540500e+01,-4.799999999999999822e-01
-1.649324662331165570e+01,-4.799999999999999822e-01
-1.646323161580790284e+01,-4.799999999999999822e-01
-1.643321660830414999e+01,-4.799999999999999822e-01
-1.640320160080040068e+01,-4.799999999999999822e-01
-1.637318659329664783e+01,-4.799999999999999822e-01
-1.634317158579289497e+01,-4.799999999999999822e-01
-1.631315657828914567e+01,-4.799999999999999822e-01
-1.628314157078539282e+01,-4.799999999999999822e-01
-1.625312656328163996e+01,-4.799999999999999822e-01
-1.622311155577789066e+01,-4.799999999999999822e-01
-1.619309654827413425e+01,-4.799999999999999822e-01
-1.616308154077038495e+01,-4.799999999999999822e-01
-1.613306653326663209e+01,-4.799999999999999822e-01
-1.610305152576287924e+01,-4.799999999999999822e-01
-1.607303651825912993e+01,-4.799999999999999822e-01
-1.604302151075537708e+01,-4.799999999999999822e-01
-1.601300650325162422e+01,-4.799999999999999822e-01
-1.598299149574787315e+01,-4.799999999999999822e-01
-1.595297648824412207e+01,-4.799999999999999822e-01
-1.592296148074036921e+01,-4.799999999999999822e-01
-1.589294647323661813e+01,-4.799999999999999822e-01
-1.586293146573286528e+01,-4.799999999999999822e-01
-1.583291645822911420e+01,-4.799999999999999822e-01
-1.580290145072536312e+01,-4.799999999999999822e-01
-1.577288644322161026e+01,-4.799999999999999822e-01
-1.574287143571785919e+01,-4.799999999999999822e-01
-1.571285642821410633e+01,-4.799999999999999822e-01
-1.568284142071035525e+01,-4.799999999999999822e-01
-1.565282641320660240e+01,-4.799999999999999822e-01
-1.562281140570285132e+01,-4.799999999999999822e-01
-1.559279639819909846e+01,-4.799999999999999822e-01
-1.556278139069534738e+01,-4.799999999999999822e-01
-1.553276638319159453e+01,-4.799999999999999822e-01
-1.550275137568784345e+01,-4.799999999999999822e-01
-1.547273636818409237e+01,-4.799999999999999822e-01
-1.544272136068033952e+01,-4.799999999999999822e-01
-1.541270635317658844e+01,-4.799999999999999822e-01
-1.538269134567283558e+01,-4.799999999999999822e-01
-1.535267633816908450e+01,-4.799999999999999822e-01
-1.532266133066533165e+01,-4.799999999999999822e-01
-1.529264632316158057e+01,-4.799999999999999822e-01
-1.526263131565782771e+01,-4.799999999999999822e-01
-1.523261630815407663e+01,-4.799999999999999822e-01
-1.520260130065032556e+01,-4.799999999999999822e-01
-1.517258629314657270e+01,-4.799999999999999822e-01
-1.514257128564282162e+01,-4.799999999999999822e-01
-1.511255627813906877e+01,-4.799999999999999822e-01
-1.508254127063531769e+01,-4.799999999999999822e-01
-1.505252626313156483e+01,-4.799999999999999822e-01
-1.502251125562781375e+01,-4.799999999999999822e-01
-1.499249624812406090e+01,-4.799999999999999822e-01
-1.496248124062030982e+01,-4.799999999999999822e-01
-1.493246623311655696e+01,-4.799999999999999822e-01
-1.490245122561280589e+01,-4.799999999999999822e-01
-1.487243621810905481e+01,-4.799999999999999822e-01
-1.484242121060530195e+01,-4.799999999999999822e-01
-1.481240620310155087e+01,-4.799999999999999822e-01
-1.478239119559779802e+01,-4.799999999999999822e-01
-1.475237618809404694e+01,-4.799999999999999822e-01
-1.472236118059029408e+01,-4.799999999999999822e-01
-1.469234617308654300e+01,-4.799999999999999822e-01
-1.466233116558279015e+01,-4.799999999999999822e-01
-1.463231615807903907e+01,-4.799999999999999822e-01
-1.460230115057528799e+01,-4.799999999999999822e-01
-1.457228614307153514e+01,-4.799999999999999822e-01
-1.454227113556778406e+01,-4.799999999999999822e-01
-1.451225612806403120e+01,-4.799999999999999822e-01
-1.448224112056028012e+01,-4.799999999999999822e-01
-1.445222611305652727e+01,-4.799999999999999822e-01
-1.442221110555277619e+01,-4.799999999999999822e-01
-1.439219609804902333e+01,-4.799999999999999822e-01
-1.436218109054527226e+01,-4.799999999999999822e-01
-1.433216608304152118e+01,-4.799999999999999822e-01
-1.430215107553776832e+01,-4.799999999999999822e-01
-1.427213606803401724e+01,-4.799999999999999822e-01
-1.424212106053026439e+01,-4.799999999999999822e-01
-1.421210605302651331e+01,-4.799999999999999822e-01
-1.418209104552276045e+01,-4.799999999999999822e-01
-1.415207603801900937e+01,-4.799999999999999822e-01
-1.412206103051525652e+01,-4.799999999999999822e-01
-1.409204602301150544e+01,-4.799999999999999822e-01
-1.406203101550775258e+01,-4.799999999999999822e-01
-1.403201600800400151e+01,-4.799999999999999822e-01
-1.400200100050025043e+01,-4.799999999999999822e-01
-1.397198599299649757e+01,-4.755618613936341554e-01
-1.394197098549274472e+01,-4.708977426161410906e-01
